video_id,channel_title,category,publish_date,publish_hour,publish_day_of_week,trending_date,days_to_trend,views,likes,dislikes,comment_count,title_length,tags_count,like_ratio,comment_ratio,engagement_score
vid_00471,The Try Guys,Comedy,2023-06-10,13,Saturday,2023-06-10,0,2124107,111428,16641,16192,48,26,0.0525,0.0076,0.0601
vid_00472,Linus Tech Tips,Science & Tech,2023-05-02,10,Tuesday,2023-05-03,1,3960904,142128,5159,44713,67,16,0.0359,0.0113,0.0472
vid_00473,Bad Bunny,Music,2023-09-11,7,Monday,2023-09-15,4,4025056,143448,9069,74099,34,20,0.0356,0.0184,0.054
vid_00474,Wendover Productions,Science & Tech,2023-03-07,16,Tuesday,2023-03-07,0,172549,10570,206,3157,31,9,0.0613,0.0183,0.0796
vid_00475,DramaAlert,Entertainment,2023-07-07,22,Friday,2023-07-12,5,7099321,637100,42890,137568,83,9,0.0897,0.0194,0.1091
vid_00476,BTS HYBE,Music,2024-03-01,14,Friday,2024-03-08,7,1432471,137193,4739,28193,65,25,0.0958,0.0197,0.1155
vid_00477,Vsauce,Entertainment,2023-05-30,17,Tuesday,2023-06-01,2,2292220,203722,13954,14596,45,20,0.0889,0.0064,0.0952
vid_00478,CrashCourse,Education,2023-03-12,13,Sunday,2023-03-13,1,2178440,184660,4415,19478,86,17,0.0848,0.0089,0.0937
vid_00479,LazarBeam,Entertainment,2023-04-19,12,Wednesday,2023-04-23,4,3401613,148351,11084,23234,49,5,0.0436,0.0068,0.0504
vid_00480,BBC News,News & Politics,2023-05-04,19,Thursday,2023-05-04,0,2113281,162944,18472,10463,74,21,0.0771,0.005,0.0821
vid_00481,NBA,Sports,2023-02-05,5,Sunday,2023-02-06,1,7018358,667117,51728,29128,68,18,0.0951,0.0042,0.0992
vid_00482,Marques Brownlee,Science & Tech,2023-07-07,19,Friday,2023-07-10,3,618937,44097,1542,6956,46,30,0.0712,0.0112,0.0825
vid_00483,Jacksepticeye,Gaming,2023-05-03,22,Wednesday,2023-05-06,3,2142690,246651,15044,37389,89,10,0.1151,0.0174,0.1326
vid_00484,MrBeast,Entertainment,2023-07-24,15,Monday,2023-07-25,1,528568,46824,824,6486,31,24,0.0886,0.0123,0.1009
vid_00485,Screen Junkies,Film & Animation,2023-12-23,2,Saturday,2023-12-23,0,1337534,101820,6865,22348,81,17,0.0761,0.0167,0.0928
vid_00486,Jubilee,Entertainment,2023-09-17,8,Sunday,2023-09-19,2,2087551,93571,16305,17981,26,14,0.0448,0.0086,0.0534
vid_00487,Markiplier,Gaming,2023-12-28,11,Thursday,2023-12-30,2,1055266,80986,9392,6841,78,8,0.0767,0.0065,0.0832
vid_00488,Dream,Gaming,2023-03-06,7,Monday,2023-03-07,1,1583595,187892,1970,25534,50,29,0.1186,0.0161,0.1348
vid_00489,The Weeknd,Music,2024-06-15,12,Saturday,2024-06-15,0,1431732,51353,13147,15587,30,22,0.0359,0.0109,0.0468
vid_00490,Jacksepticeye,Gaming,2024-01-11,13,Thursday,2024-01-11,0,1731110,68366,14539,24521,36,8,0.0395,0.0142,0.0537
vid_00491,Lilly Singh,Comedy,2023-03-23,7,Thursday,2023-03-23,0,32161715,2065997,311334,520550,37,13,0.0642,0.0162,0.0804
vid_00492,Vice News,News & Politics,2024-06-23,11,Sunday,2024-06-23,0,1970727,110050,12215,32474,47,6,0.0558,0.0165,0.0723
vid_00493,Dude Perfect,Comedy,2024-03-13,11,Wednesday,2024-03-13,0,791099,68914,3610,13104,30,5,0.0871,0.0166,0.1037
vid_00494,The Try Guys,Comedy,2023-06-29,19,Thursday,2023-06-29,0,2639462,116706,21483,39143,36,16,0.0442,0.0148,0.059
vid_00495,The Try Guys,Comedy,2023-03-04,12,Saturday,2023-03-04,0,4945656,289363,45278,86905,74,27,0.0585,0.0176,0.0761
vid_00496,Lilly Singh,Comedy,2023-12-21,17,Thursday,2023-12-21,0,1912613,89089,13175,34805,32,10,0.0466,0.0182,0.0648
vid_00497,LazarBeam,Entertainment,2023-09-21,14,Thursday,2023-09-21,0,2534114,110713,16567,26571,73,29,0.0437,0.0105,0.0542
vid_00498,Taylor Swift,Music,2024-04-15,19,Monday,2024-04-22,7,5097822,596656,50249,51497,41,20,0.117,0.0101,0.1271
vid_00499,Linus Tech Tips,Science & Tech,2024-04-29,13,Monday,2024-04-29,0,3713957,334675,9261,51213,65,5,0.0901,0.0138,0.1039
vid_00500,The Young Turks,News & Politics,2024-02-24,15,Saturday,2024-02-24,0,1549715,69118,9356,4981,68,21,0.0446,0.0032,0.0478
vid_00501,Dream,Gaming,2023-02-22,16,Wednesday,2023-02-23,1,4400557,340893,39659,67016,74,9,0.0775,0.0152,0.0927
vid_00502,CollegeHumor,Comedy,2024-05-02,15,Thursday,2024-05-04,2,2920626,136881,24450,51370,45,21,0.0469,0.0176,0.0645
vid_00503,Lilly Singh,Comedy,2024-04-19,6,Friday,2024-04-20,1,1884679,148270,7216,28409,67,13,0.0787,0.0151,0.0937
vid_00504,DramaAlert,Entertainment,2023-10-28,12,Saturday,2023-10-28,0,10038774,716104,54690,91177,83,19,0.0713,0.0091,0.0804
vid_00505,Veritasium,Education,2023-02-18,14,Saturday,2023-02-18,0,1364803,142679,3499,11871,88,28,0.1045,0.0087,0.1132
vid_00506,CNN,News & Politics,2023-08-09,4,Wednesday,2023-08-09,0,3526418,137732,8032,24959,36,30,0.0391,0.0071,0.0461
vid_00507,WWE,Sports,2023-12-15,19,Friday,2023-12-15,0,4336234,265875,33560,46206,83,15,0.0613,0.0107,0.072
vid_00508,Taylor Swift,Music,2024-03-21,18,Thursday,2024-03-23,2,13238969,817026,69393,229095,85,27,0.0617,0.0173,0.079
vid_00509,Vice News,News & Politics,2023-03-04,17,Saturday,2023-03-04,0,6078995,718047,12987,83771,70,25,0.1181,0.0138,0.1319
vid_00510,NikkieTutorials,Howto & Style,2023-10-27,12,Friday,2023-10-27,0,389367,35731,1002,1629,46,20,0.0918,0.0042,0.096
vid_00511,Vsauce,Entertainment,2023-02-28,15,Tuesday,2023-02-28,0,9051282,968635,77237,62110,75,11,0.107,0.0069,0.1139
vid_00512,Jacksepticeye,Gaming,2024-01-27,7,Saturday,2024-01-27,0,4015592,371336,15049,47043,40,29,0.0925,0.0117,0.1042
vid_00513,TwoMinutePapers,Science & Tech,2023-12-26,21,Tuesday,2024-01-01,6,408827,20088,1527,1457,25,21,0.0491,0.0036,0.0527
vid_00514,3Blue1Brown,Education,2024-05-25,18,Saturday,2024-05-30,5,2262773,245303,18319,36256,47,27,0.1084,0.016,0.1244
vid_00515,NBA,Sports,2023-02-26,15,Sunday,2023-03-02,4,3232593,290444,29625,24001,89,17,0.0898,0.0074,0.0973
vid_00516,Dream,Gaming,2024-05-15,17,Wednesday,2024-05-16,1,3425358,136976,17617,36308,68,14,0.04,0.0106,0.0506
vid_00517,Jacksepticeye,Gaming,2023-03-17,15,Friday,2023-03-20,3,9143586,985776,40447,112402,63,27,0.1078,0.0123,0.1201
vid_00518,Sky Sports,Sports,2024-01-24,20,Wednesday,2024-01-24,0,1824592,176239,6423,33950,51,24,0.0966,0.0186,0.1152
vid_00519,MSNBC,News & Politics,2024-05-17,8,Friday,2024-05-19,2,1674241,179563,15397,13339,47,21,0.1073,0.008,0.1152
vid_00520,Sky Sports,Sports,2024-01-23,17,Tuesday,2024-01-24,1,5056465,159888,38125,97932,78,26,0.0316,0.0194,0.051
vid_00521,3Blue1Brown,Education,2023-06-06,18,Tuesday,2023-06-06,0,2454097,140932,8672,41964,38,5,0.0574,0.0171,0.0745
vid_00522,Taylor Swift,Music,2024-01-01,9,Monday,2024-01-04,3,6707778,259511,7456,47707,61,26,0.0387,0.0071,0.0458
vid_00523,Taylor Swift,Music,2024-01-13,11,Saturday,2024-01-14,1,21758072,1570696,138930,176708,70,19,0.0722,0.0081,0.0803
vid_00524,LazarBeam,Entertainment,2024-04-17,17,Wednesday,2024-04-18,1,1506542,145964,13748,5752,90,30,0.0969,0.0038,0.1007
vid_00525,Kurzgesagt,Education,2024-01-14,5,Sunday,2024-01-15,1,638408,68120,4046,9162,65,22,0.1067,0.0144,0.1211
vid_00526,Jubilee,Entertainment,2023-04-21,19,Friday,2023-04-25,4,3219427,326810,20106,11555,53,25,0.1015,0.0036,0.1051
vid_00527,MSNBC,News & Politics,2024-02-17,14,Saturday,2024-02-17,0,1572598,188066,8952,27594,49,14,0.1196,0.0175,0.1371
vid_00528,Markiplier,Gaming,2023-04-13,9,Thursday,2023-04-13,0,952433,36618,6688,17585,30,18,0.0384,0.0185,0.0569
vid_00529,Bad Bunny,Music,2023-03-13,15,Monday,2023-03-13,0,6050452,633093,37185,108561,84,27,0.1046,0.0179,0.1226
vid_00530,Linus Tech Tips,Science & Tech,2023-03-25,11,Saturday,2023-03-28,3,138032,8078,1099,1433,63,20,0.0585,0.0104,0.0689
vid_00531,3Blue1Brown,Education,2023-07-15,17,Saturday,2023-07-16,1,2579937,217161,12874,46884,48,21,0.0842,0.0182,0.1023
vid_00532,LazarBeam,Entertainment,2023-03-29,14,Wednesday,2023-03-29,0,12712497,1058350,39877,189985,53,11,0.0833,0.0149,0.0982
vid_00533,MSNBC,News & Politics,2023-07-16,10,Sunday,2023-07-18,2,5153717,392263,22988,24592,85,22,0.0761,0.0048,0.0809
vid_00534,Smosh,Comedy,2023-03-04,12,Saturday,2023-03-09,5,14197202,1640455,109209,187560,56,6,0.1155,0.0132,0.1288
vid_00535,MSNBC,News & Politics,2023-07-28,17,Friday,2023-07-29,1,1563736,118162,2562,21547,61,5,0.0756,0.0138,0.0893
vid_00536,Fireship,Science & Tech,2023-10-08,14,Sunday,2023-10-08,0,662552,48051,1497,2501,49,15,0.0725,0.0038,0.0763
vid_00537,Markiplier,Gaming,2023-04-02,21,Sunday,2023-04-03,1,695676,38201,2770,13576,33,11,0.0549,0.0195,0.0744
vid_00538,BBC News,News & Politics,2024-04-17,13,Wednesday,2024-04-17,0,584342,49651,1672,4541,80,25,0.085,0.0078,0.0927
vid_00539,Smosh,Comedy,2024-02-12,8,Monday,2024-02-14,2,2339193,178928,2500,7236,29,7,0.0765,0.0031,0.0796
vid_00540,DramaAlert,Entertainment,2024-03-09,14,Saturday,2024-03-12,3,2732988,279400,15343,34776,58,18,0.1022,0.0127,0.115
vid_00541,Drake VEVO,Music,2023-08-25,1,Friday,2023-08-25,0,2739328,154536,12527,51608,25,25,0.0564,0.0188,0.0753
vid_00542,CNN,News & Politics,2024-02-17,15,Saturday,2024-02-21,4,2134738,85913,11883,18932,70,21,0.0402,0.0089,0.0491
vid_00543,Jubilee,Entertainment,2023-11-28,11,Tuesday,2023-11-29,1,1917816,208428,14039,21844,75,26,0.1087,0.0114,0.1201
vid_00544,DramaAlert,Entertainment,2023-10-19,8,Thursday,2023-10-22,3,1985831,134966,18207,19833,62,25,0.068,0.01,0.078
vid_00545,Jubilee,Entertainment,2024-06-06,1,Thursday,2024-06-08,2,1042677,98285,3945,13903,40,6,0.0943,0.0133,0.1076
vid_00546,LazarBeam,Entertainment,2023-08-04,14,Friday,2023-08-05,1,2378129,126479,15301,9540,69,11,0.0532,0.004,0.0572
vid_00547,Dream,Gaming,2023-03-19,9,Sunday,2023-03-23,4,2249215,206462,10019,11125,49,8,0.0918,0.0049,0.0967
vid_00548,LazarBeam,Entertainment,2024-04-10,18,Wednesday,2024-04-17,7,625821,25591,4856,6334,84,25,0.0409,0.0101,0.051
vid_00549,Sky Sports,Sports,2024-01-02,10,Tuesday,2024-01-04,2,1575065,57317,6604,6872,87,15,0.0364,0.0044,0.0408
vid_00550,BTS HYBE,Music,2023-02-24,15,Friday,2023-02-24,0,5722247,521183,36295,52373,87,19,0.0911,0.0092,0.1002
vid_00551,Bad Bunny,Music,2024-01-14,8,Sunday,2024-01-15,1,7120588,220110,65648,98361,65,18,0.0309,0.0138,0.0447
vid_00552,Jubilee,Entertainment,2023-05-15,10,Monday,2023-05-17,2,7502769,713945,68440,37885,60,16,0.0952,0.005,0.1002
vid_00553,Jubilee,Entertainment,2024-04-24,13,Wednesday,2024-04-27,3,4403775,158447,10037,53186,87,22,0.036,0.0121,0.0481
vid_00554,LazarBeam,Entertainment,2023-02-14,11,Tuesday,2023-02-14,0,3408181,192745,21112,38382,50,13,0.0566,0.0113,0.0678
vid_00555,CrashCourse,Education,2024-02-02,19,Friday,2024-02-03,1,1269942,43097,7654,6465,28,23,0.0339,0.0051,0.039
vid_00556,WWE,Sports,2023-04-27,4,Thursday,2023-04-28,1,7707436,683697,55743,133918,85,25,0.0887,0.0174,0.1061
vid_00557,Kurzgesagt,Education,2023-08-03,19,Thursday,2023-08-06,3,750155,51530,2609,10832,62,9,0.0687,0.0144,0.0831
vid_00558,Dream,Gaming,2023-02-19,12,Sunday,2023-02-21,2,4453155,312512,37414,73799,46,29,0.0702,0.0166,0.0867
vid_00559,Ninja,Gaming,2023-03-28,14,Tuesday,2023-03-30,2,1169587,125357,5706,21734,43,28,0.1072,0.0186,0.1258
vid_00560,Kurzgesagt,Education,2023-01-23,17,Monday,2023-01-23,0,2829941,179433,20800,37406,72,12,0.0634,0.0132,0.0766
vid_00561,DramaAlert,Entertainment,2023-10-10,17,Tuesday,2023-10-11,1,864103,79459,2161,8094,83,6,0.092,0.0094,0.1013
vid_00562,Jubilee,Entertainment,2023-02-26,21,Sunday,2023-03-01,3,1445129,159121,3454,12832,58,23,0.1101,0.0089,0.119
vid_00563,NBA,Sports,2023-07-25,12,Tuesday,2023-07-27,2,2357690,76130,15872,32958,34,21,0.0323,0.014,0.0463
vid_00564,BTS HYBE,Music,2023-10-09,12,Monday,2023-10-10,1,3188987,213236,22622,26438,86,24,0.0669,0.0083,0.0752
vid_00565,DramaAlert,Entertainment,2023-08-29,10,Tuesday,2023-08-31,2,2960580,250228,8766,27231,52,9,0.0845,0.0092,0.0937
vid_00566,Jubilee,Entertainment,2023-11-25,18,Saturday,2023-11-25,0,3426839,315079,18403,18468,67,28,0.0919,0.0054,0.0973
vid_00567,Vsauce,Entertainment,2023-09-19,15,Tuesday,2023-09-23,4,4379313,142232,42374,50768,27,12,0.0325,0.0116,0.0441
vid_00568,LazarBeam,Entertainment,2023-11-20,8,Monday,2023-11-20,0,2468607,80935,6023,23688,43,6,0.0328,0.0096,0.0424
vid_00569,DramaAlert,Entertainment,2023-10-10,13,Tuesday,2023-10-12,2,3206163,102923,16437,50835,61,7,0.0321,0.0159,0.048
vid_00570,LazarBeam,Entertainment,2024-06-26,19,Wednesday,2024-06-26,0,5482156,221766,20973,105534,77,24,0.0405,0.0193,0.0597
vid_00571,LazarBeam,Entertainment,2024-03-23,9,Saturday,2024-03-24,1,2763170,303828,23322,36612,46,28,0.11,0.0132,0.1232
vid_00572,Vice News,News & Politics,2023-11-22,6,Wednesday,2023-11-23,1,1651931,106873,9701,14514,38,5,0.0647,0.0088,0.0735
vid_00573,LazarBeam,Entertainment,2024-01-09,18,Tuesday,2024-01-09,0,5007498,219694,29420,62158,85,24,0.0439,0.0124,0.0563
vid_00574,WWE,Sports,2023-10-02,7,Monday,2023-10-04,2,4664871,324860,15552,37970,25,29,0.0696,0.0081,0.0778
vid_00575,Vice News,News & Politics,2023-10-13,12,Friday,2023-10-15,2,2687099,127680,10968,10694,79,12,0.0475,0.004,0.0515
vid_00576,TwoMinutePapers,Science & Tech,2024-03-07,12,Thursday,2024-03-10,3,246321,20257,1230,1321,37,18,0.0822,0.0054,0.0876
vid_00577,Vsauce,Entertainment,2024-02-23,19,Friday,2024-02-23,0,6366762,549840,29389,72016,77,13,0.0864,0.0113,0.0977
vid_00578,MrBeast,Entertainment,2023-11-12,7,Sunday,2023-11-13,1,8444629,725051,38475,54233,51,27,0.0859,0.0064,0.0923
vid_00579,Veritasium,Education,2023-07-17,8,Monday,2023-07-19,2,7186060,241102,42305,79652,58,22,0.0336,0.0111,0.0446
vid_00580,Valkyrae,Gaming,2023-12-01,23,Friday,2023-12-04,3,2450124,191121,5331,43586,77,22,0.078,0.0178,0.0958
vid_00581,Veritasium,Education,2023-04-08,14,Saturday,2023-04-08,0,2180642,220562,17767,11169,64,23,0.1011,0.0051,0.1063
vid_00582,Drake VEVO,Music,2024-02-06,18,Tuesday,2024-02-06,0,8221029,945120,42454,45458,54,19,0.115,0.0055,0.1205
vid_00583,TED-Ed,Education,2023-02-24,14,Friday,2023-02-25,1,1116028,132013,9789,12519,31,10,0.1183,0.0112,0.1295
vid_00584,Taylor Swift,Music,2024-03-15,18,Friday,2024-03-20,5,1210473,67448,9509,7813,80,7,0.0557,0.0065,0.0622
vid_00585,DramaAlert,Entertainment,2023-07-22,15,Saturday,2023-07-23,1,9605157,622305,52164,112300,76,24,0.0648,0.0117,0.0765
vid_00586,MSNBC,News & Politics,2024-01-24,15,Wednesday,2024-01-27,3,4189712,495502,35393,41599,88,19,0.1183,0.0099,0.1282
vid_00587,LazarBeam,Entertainment,2023-06-06,3,Tuesday,2023-06-07,1,4184361,413446,40188,53350,54,24,0.0988,0.0127,0.1116
vid_00588,MrBeast,Entertainment,2023-07-16,15,Sunday,2023-07-16,0,2988860,319379,25772,31280,60,29,0.1069,0.0105,0.1173
vid_00589,Drake VEVO,Music,2023-08-10,9,Thursday,2023-08-13,3,4430087,488984,39654,17994,33,7,0.1104,0.0041,0.1144
vid_00590,WWE,Sports,2024-05-14,12,Tuesday,2024-05-14,0,4501743,388920,5276,84400,49,19,0.0864,0.0187,0.1051
vid_00591,Wendover Productions,Science & Tech,2023-01-03,9,Tuesday,2023-01-03,0,114178,8325,856,1677,34,21,0.0729,0.0147,0.0876
vid_00592,Taylor Swift,Music,2024-03-14,21,Thursday,2024-03-15,1,2694292,153428,22200,24513,57,27,0.0569,0.0091,0.066
vid_00593,Ninja,Gaming,2023-11-04,17,Saturday,2023-11-05,1,2769838,152585,26637,18231,83,26,0.0551,0.0066,0.0617
vid_00594,Dream,Gaming,2024-04-15,13,Monday,2024-04-15,0,4287257,242297,32758,13905,53,26,0.0565,0.0032,0.0598
vid_00595,MSNBC,News & Politics,2023-08-14,12,Monday,2023-08-14,0,2713542,285120,6202,42298,58,12,0.1051,0.0156,0.1207
vid_00596,Drake VEVO,Music,2024-01-03,18,Wednesday,2024-01-05,2,9485511,846758,81701,151995,47,20,0.0893,0.016,0.1053
vid_00597,BTS HYBE,Music,2024-05-03,11,Friday,2024-05-05,2,9141925,779114,49262,41196,49,20,0.0852,0.0045,0.0897
vid_00598,TED-Ed,Education,2024-02-06,19,Tuesday,2024-02-06,0,1316545,87734,5449,5427,56,24,0.0666,0.0041,0.0708
vid_00599,Taylor Swift,Music,2023-03-07,6,Tuesday,2023-03-08,1,2755270,110182,26255,46123,25,29,0.04,0.0167,0.0567
vid_00600,Smosh,Comedy,2024-04-08,12,Monday,2024-04-09,1,549579,20289,4479,6325,60,20,0.0369,0.0115,0.0484
vid_00601,LazarBeam,Entertainment,2023-06-03,10,Saturday,2023-06-03,0,4151202,388709,6874,15998,79,20,0.0936,0.0039,0.0975
vid_00602,Linus Tech Tips,Science & Tech,2023-10-02,12,Monday,2023-10-05,3,331633,16884,2729,2579,83,8,0.0509,0.0078,0.0587
vid_00603,Vice News,News & Politics,2023-06-22,0,Thursday,2023-06-22,0,977855,111114,8952,9667,37,15,0.1136,0.0099,0.1235
vid_00604,Bad Bunny,Music,2023-04-13,10,Thursday,2023-04-14,1,4046393,203705,39698,56196,68,16,0.0503,0.0139,0.0642
vid_00605,Vsauce,Entertainment,2023-04-25,16,Tuesday,2023-04-26,1,704457,59395,4811,6398,76,13,0.0843,0.0091,0.0934
vid_00606,Dream,Gaming,2023-03-13,15,Monday,2023-03-16,3,178625,14777,294,2433,59,30,0.0827,0.0136,0.0963
vid_00607,Drake VEVO,Music,2024-04-12,9,Friday,2024-04-18,6,5792231,529615,43010,41199,44,20,0.0914,0.0071,0.0985
vid_00608,TED-Ed,Education,2023-08-19,8,Saturday,2023-08-23,4,2195810,175061,5019,26004,65,30,0.0797,0.0118,0.0916
vid_00609,Valkyrae,Gaming,2023-11-03,14,Friday,2023-11-03,0,2996734,299017,16392,22817,45,6,0.0998,0.0076,0.1074
vid_00610,Jubilee,Entertainment,2023-09-18,15,Monday,2023-09-21,3,2007705,173988,15535,7877,58,16,0.0867,0.0039,0.0906
vid_00611,The Weeknd,Music,2024-05-23,10,Thursday,2024-05-24,1,3603883,211125,20182,10819,69,26,0.0586,0.003,0.0616
vid_00612,Tasty,Howto & Style,2023-11-11,15,Saturday,2023-11-11,0,769268,81188,2478,2357,61,16,0.1055,0.0031,0.1086
vid_00613,The Weeknd,Music,2023-09-24,16,Sunday,2023-09-24,0,5660942,547307,10852,47419,61,19,0.0967,0.0084,0.1051
vid_00614,NBA,Sports,2024-04-19,15,Friday,2024-04-20,1,954013,100976,7727,7943,76,7,0.1058,0.0083,0.1142
vid_00615,Jubilee,Entertainment,2023-05-05,11,Friday,2023-05-07,2,1817308,200391,16700,18854,75,13,0.1103,0.0104,0.1206
vid_00616,Fireship,Science & Tech,2024-02-13,14,Tuesday,2024-02-14,1,1639995,62378,8928,24074,48,5,0.038,0.0147,0.0527
vid_00617,DramaAlert,Entertainment,2023-12-28,20,Thursday,2023-12-31,3,3222590,209108,23636,44330,51,10,0.0649,0.0138,0.0786
vid_00618,Taylor Swift,Music,2023-02-04,19,Saturday,2023-02-04,0,10823891,1265792,103443,172507,75,21,0.1169,0.0159,0.1329
vid_00619,CrashCourse,Education,2023-02-26,15,Sunday,2023-02-28,2,4032432,375938,7856,32529,74,14,0.0932,0.0081,0.1013
vid_00620,Bad Bunny,Music,2023-08-30,8,Wednesday,2023-09-03,4,8182967,280976,78648,74635,28,6,0.0343,0.0091,0.0435
vid_00621,MSNBC,News & Politics,2024-04-16,13,Tuesday,2024-04-17,1,4715685,353846,24140,48837,59,22,0.075,0.0104,0.0854
vid_00622,Dream,Gaming,2023-04-07,15,Friday,2023-04-10,3,1287519,81478,10181,5008,80,21,0.0633,0.0039,0.0672
vid_00623,WWE,Sports,2023-06-19,12,Monday,2023-06-19,0,1054481,71162,9124,17901,36,19,0.0675,0.017,0.0845
vid_00624,Drake VEVO,Music,2023-05-22,11,Monday,2023-05-23,1,8225208,596371,24195,147746,42,16,0.0725,0.018,0.0905
vid_00625,The Weeknd,Music,2023-01-05,20,Thursday,2023-01-06,1,2010475,182959,7353,26803,26,29,0.091,0.0133,0.1043
vid_00626,Valkyrae,Gaming,2023-11-22,17,Wednesday,2023-11-23,1,2702763,260745,18388,22610,77,22,0.0965,0.0084,0.1048
vid_00627,Jacksepticeye,Gaming,2023-03-31,16,Friday,2023-04-03,3,971908,63720,2714,14699,53,13,0.0656,0.0151,0.0807
vid_00628,DramaAlert,Entertainment,2023-10-10,17,Tuesday,2023-10-13,3,2690879,169796,5391,10730,59,14,0.0631,0.004,0.0671
vid_00629,The Young Turks,News & Politics,2024-03-17,13,Sunday,2024-03-17,0,2916361,222890,24845,22015,42,14,0.0764,0.0075,0.084
vid_00630,Vsauce,Entertainment,2023-12-04,11,Monday,2023-12-05,1,2915038,216755,16844,28779,66,5,0.0744,0.0099,0.0842
vid_00631,LazarBeam,Entertainment,2023-01-13,21,Friday,2023-01-13,0,1579776,132009,8178,5005,81,28,0.0836,0.0032,0.0867
vid_00632,MrBeast,Entertainment,2023-03-24,14,Friday,2023-03-25,1,3563473,324200,28386,29582,88,16,0.091,0.0083,0.0993
vid_00633,Markiplier,Gaming,2023-06-30,18,Friday,2023-06-30,0,3098265,308472,30313,36751,75,7,0.0996,0.0119,0.1114
vid_00634,NBA,Sports,2023-04-15,18,Saturday,2023-04-16,1,4796605,195790,5554,36046,26,8,0.0408,0.0075,0.0483
vid_00635,Tasty,Howto & Style,2023-07-30,22,Sunday,2023-08-02,3,1605525,90548,9089,25918,29,11,0.0564,0.0161,0.0725
vid_00636,Markiplier,Gaming,2023-10-12,22,Thursday,2023-10-13,1,742198,22356,5060,6009,64,15,0.0301,0.0081,0.0382
vid_00637,MrBeast,Entertainment,2024-02-11,14,Sunday,2024-02-11,0,1081925,127318,1311,18825,63,11,0.1177,0.0174,0.1351
vid_00638,Taylor Swift,Music,2024-04-16,10,Tuesday,2024-04-16,0,5743743,575717,26318,61951,80,15,0.1002,0.0108,0.111
vid_00639,Jubilee,Entertainment,2023-11-16,12,Thursday,2023-11-16,0,4254279,243610,12993,17514,30,23,0.0573,0.0041,0.0614
vid_00640,Veritasium,Education,2024-01-11,8,Thursday,2024-01-11,0,1381073,134336,2100,15267,45,20,0.0973,0.0111,0.1083
vid_00641,LazarBeam,Entertainment,2023-07-04,21,Tuesday,2023-07-06,2,940082,109238,7583,17886,32,16,0.1162,0.019,0.1352
vid_00642,The Young Turks,News & Politics,2024-03-08,8,Friday,2024-03-09,1,1830329,213506,7854,7843,69,30,0.1166,0.0043,0.1209
vid_00643,Marques Brownlee,Science & Tech,2023-01-12,12,Thursday,2023-01-12,0,1443228,72571,3272,9134,30,20,0.0503,0.0063,0.0566
vid_00644,The Young Turks,News & Politics,2023-06-10,16,Saturday,2023-06-12,2,5018352,411740,41652,27592,69,15,0.082,0.0055,0.0875
vid_00645,Kurzgesagt,Education,2024-04-18,15,Thursday,2024-04-20,2,2343435,204431,16561,22494,33,21,0.0872,0.0096,0.0968
vid_00646,Jubilee,Entertainment,2024-03-23,14,Saturday,2024-03-23,0,1829562,205960,9568,14524,89,17,0.1126,0.0079,0.1205
vid_00647,CrashCourse,Education,2023-12-05,12,Tuesday,2023-12-05,0,548483,60394,855,8244,33,26,0.1101,0.015,0.1251
vid_00648,James Charles,Howto & Style,2023-04-14,16,Friday,2023-04-16,2,512674,21575,2956,9886,61,15,0.0421,0.0193,0.0614
vid_00649,Valkyrae,Gaming,2023-03-02,14,Thursday,2023-03-02,0,10641677,550923,75732,122488,41,10,0.0518,0.0115,0.0633
vid_00650,The Try Guys,Comedy,2023-02-28,9,Tuesday,2023-03-02,2,2147403,220381,12710,23222,74,26,0.1026,0.0108,0.1134
vid_00651,Dream,Gaming,2024-01-18,10,Thursday,2024-01-18,0,1502590,103608,3744,5629,34,5,0.069,0.0037,0.0727
vid_00652,Marques Brownlee,Science & Tech,2023-12-25,20,Monday,2023-12-25,0,384103,13250,3776,6661,32,16,0.0345,0.0173,0.0518
vid_00653,Goal,Sports,2024-03-24,17,Sunday,2024-03-27,3,2262108,229338,7188,39619,59,21,0.1014,0.0175,0.1189
vid_00654,MrBeast,Entertainment,2024-03-31,6,Sunday,2024-04-06,6,974591,67568,1615,12757,37,8,0.0693,0.0131,0.0824
vid_00655,The Young Turks,News & Politics,2023-07-30,9,Sunday,2023-07-30,0,2605239,224078,7062,51271,47,22,0.086,0.0197,0.1057
vid_00656,Veritasium,Education,2024-02-12,17,Monday,2024-02-13,1,2108917,207006,11160,12122,83,27,0.0982,0.0057,0.1039
vid_00657,CNN,News & Politics,2023-04-02,9,Sunday,2023-04-03,1,1827785,172999,12365,13168,45,22,0.0946,0.0072,0.1019
vid_00658,Corridor Crew,Film & Animation,2024-05-24,19,Friday,2024-05-31,7,1395793,112860,7662,22496,66,16,0.0809,0.0161,0.097
vid_00659,Ninja,Gaming,2024-03-27,11,Wednesday,2024-03-29,2,2918507,90734,12296,9203,52,17,0.0311,0.0032,0.0342
vid_00660,Kurzgesagt,Education,2023-07-16,13,Sunday,2023-07-16,0,551639,32519,4170,9607,29,14,0.0589,0.0174,0.0764
vid_00661,WWE,Sports,2023-03-15,19,Wednesday,2023-03-16,1,4541383,175233,5733,46721,53,11,0.0386,0.0103,0.0489
vid_00662,Smosh,Comedy,2024-02-26,20,Monday,2024-02-26,0,13410904,545357,61429,106094,90,22,0.0407,0.0079,0.0486
